:START_ID,:END_ID,:TYPE,relation
163,261,INDIRECTLY_位于,indirectly 位于
163,138,INDIRECTLY_位于,indirectly 位于
163,255,INDIRECTLY_位于,indirectly 位于
163,207,INDIRECTLY_位于,indirectly 位于
163,200,INDIRECTLY_位于,indirectly 位于
213,212,属于_VIA_子牙河,属于 via 子牙河
213,185,属于_VIA_子牙河,属于 via 子牙河
213,233,属于_VIA_子牙河,属于 via 子牙河
213,201,属于_VIA_子牙河,属于 via 子牙河
234,12,位于_VIA_黄海,位于 via 黄海
234,222,INDIRECTLY_位于,indirectly 位于
234,189,INDIRECTLY_位于,indirectly 位于
234,128,INDIRECTLY_位于,indirectly 位于
234,247,INDIRECTLY_位于,indirectly 位于
234,203,INDIRECTLY_位于,indirectly 位于
234,159,INDIRECTLY_位于,indirectly 位于
234,164,INDIRECTLY_位于,indirectly 位于
234,174,INDIRECTLY_位于,indirectly 位于
234,8,位于_VIA_黄海,位于 via 黄海
234,190,INDIRECTLY_位于,indirectly 位于
234,261,INDIRECTLY_位于,indirectly 位于
234,138,INDIRECTLY_位于,indirectly 位于
234,255,INDIRECTLY_位于,indirectly 位于
234,207,INDIRECTLY_位于,indirectly 位于
234,200,INDIRECTLY_位于,indirectly 位于
234,90,流经_VIA_海口挡潮闸上,流经 via 海口挡潮闸上
196,12,位于_VIA_黄海,位于 via 黄海
196,222,INDIRECTLY_位于,indirectly 位于
196,189,INDIRECTLY_位于,indirectly 位于
196,128,INDIRECTLY_位于,indirectly 位于
196,247,INDIRECTLY_位于,indirectly 位于
196,203,INDIRECTLY_位于,indirectly 位于
196,159,INDIRECTLY_位于,indirectly 位于
196,164,INDIRECTLY_位于,indirectly 位于
196,174,INDIRECTLY_位于,indirectly 位于
196,8,位于_VIA_黄海,位于 via 黄海
196,190,INDIRECTLY_位于,indirectly 位于
196,261,INDIRECTLY_位于,indirectly 位于
196,138,INDIRECTLY_位于,indirectly 位于
196,255,INDIRECTLY_位于,indirectly 位于
196,207,INDIRECTLY_位于,indirectly 位于
196,200,INDIRECTLY_位于,indirectly 位于
48,12,位于_VIA_黄海,位于 via 黄海
48,222,INDIRECTLY_位于,indirectly 位于
48,189,INDIRECTLY_位于,indirectly 位于
48,128,INDIRECTLY_位于,indirectly 位于
48,247,INDIRECTLY_位于,indirectly 位于
48,203,INDIRECTLY_位于,indirectly 位于
48,159,INDIRECTLY_位于,indirectly 位于
48,164,INDIRECTLY_位于,indirectly 位于
48,174,INDIRECTLY_位于,indirectly 位于
48,8,位于_VIA_黄海,位于 via 黄海
48,190,INDIRECTLY_位于,indirectly 位于
48,261,INDIRECTLY_位于,indirectly 位于
48,138,INDIRECTLY_位于,indirectly 位于
48,255,INDIRECTLY_位于,indirectly 位于
48,207,INDIRECTLY_位于,indirectly 位于
48,200,INDIRECTLY_位于,indirectly 位于
45,12,位于_VIA_黄海,位于 via 黄海
45,222,INDIRECTLY_位于,indirectly 位于
45,189,INDIRECTLY_位于,indirectly 位于
45,128,INDIRECTLY_位于,indirectly 位于
45,247,INDIRECTLY_位于,indirectly 位于
45,203,INDIRECTLY_位于,indirectly 位于
45,159,INDIRECTLY_位于,indirectly 位于
45,164,INDIRECTLY_位于,indirectly 位于
45,174,INDIRECTLY_位于,indirectly 位于
45,8,位于_VIA_黄海,位于 via 黄海
45,190,INDIRECTLY_位于,indirectly 位于
45,261,INDIRECTLY_位于,indirectly 位于
45,138,INDIRECTLY_位于,indirectly 位于
45,255,INDIRECTLY_位于,indirectly 位于
45,207,INDIRECTLY_位于,indirectly 位于
45,200,INDIRECTLY_位于,indirectly 位于
39,12,位于_VIA_黄海,位于 via 黄海
39,222,INDIRECTLY_位于,indirectly 位于
39,189,INDIRECTLY_位于,indirectly 位于
39,128,INDIRECTLY_位于,indirectly 位于
39,247,INDIRECTLY_位于,indirectly 位于
39,203,INDIRECTLY_位于,indirectly 位于
39,159,INDIRECTLY_位于,indirectly 位于
39,164,INDIRECTLY_位于,indirectly 位于
39,174,INDIRECTLY_位于,indirectly 位于
39,8,位于_VIA_黄海,位于 via 黄海
39,190,INDIRECTLY_位于,indirectly 位于
39,261,INDIRECTLY_位于,indirectly 位于
39,138,INDIRECTLY_位于,indirectly 位于
39,255,INDIRECTLY_位于,indirectly 位于
39,207,INDIRECTLY_位于,indirectly 位于
39,200,INDIRECTLY_位于,indirectly 位于
42,12,位于_VIA_黄海,位于 via 黄海
42,222,INDIRECTLY_位于,indirectly 位于
42,189,INDIRECTLY_位于,indirectly 位于
42,128,INDIRECTLY_位于,indirectly 位于
42,247,INDIRECTLY_位于,indirectly 位于
42,203,INDIRECTLY_位于,indirectly 位于
42,159,INDIRECTLY_位于,indirectly 位于
42,164,INDIRECTLY_位于,indirectly 位于
42,174,INDIRECTLY_位于,indirectly 位于
42,8,位于_VIA_黄海,位于 via 黄海
42,190,INDIRECTLY_位于,indirectly 位于
42,261,INDIRECTLY_位于,indirectly 位于
42,138,INDIRECTLY_位于,indirectly 位于
42,255,INDIRECTLY_位于,indirectly 位于
42,207,INDIRECTLY_位于,indirectly 位于
42,200,INDIRECTLY_位于,indirectly 位于
30,12,位于_VIA_黄海,位于 via 黄海
30,222,INDIRECTLY_位于,indirectly 位于
30,189,INDIRECTLY_位于,indirectly 位于
30,128,INDIRECTLY_位于,indirectly 位于
30,247,INDIRECTLY_位于,indirectly 位于
30,203,INDIRECTLY_位于,indirectly 位于
30,159,INDIRECTLY_位于,indirectly 位于
30,164,INDIRECTLY_位于,indirectly 位于
30,174,INDIRECTLY_位于,indirectly 位于
30,8,位于_VIA_黄海,位于 via 黄海
30,190,INDIRECTLY_位于,indirectly 位于
30,261,INDIRECTLY_位于,indirectly 位于
30,138,INDIRECTLY_位于,indirectly 位于
30,255,INDIRECTLY_位于,indirectly 位于
30,207,INDIRECTLY_位于,indirectly 位于
30,200,INDIRECTLY_位于,indirectly 位于
24,12,位于_VIA_黄海,位于 via 黄海
24,222,INDIRECTLY_位于,indirectly 位于
24,189,INDIRECTLY_位于,indirectly 位于
24,128,INDIRECTLY_位于,indirectly 位于
24,247,INDIRECTLY_位于,indirectly 位于
24,203,INDIRECTLY_位于,indirectly 位于
24,159,INDIRECTLY_位于,indirectly 位于
24,164,INDIRECTLY_位于,indirectly 位于
24,174,INDIRECTLY_位于,indirectly 位于
24,8,位于_VIA_黄海,位于 via 黄海
24,190,INDIRECTLY_位于,indirectly 位于
24,261,INDIRECTLY_位于,indirectly 位于
24,138,INDIRECTLY_位于,indirectly 位于
24,255,INDIRECTLY_位于,indirectly 位于
24,207,INDIRECTLY_位于,indirectly 位于
24,200,INDIRECTLY_位于,indirectly 位于
25,12,位于_VIA_黄海,位于 via 黄海
25,222,INDIRECTLY_位于,indirectly 位于
25,189,INDIRECTLY_位于,indirectly 位于
25,128,INDIRECTLY_位于,indirectly 位于
25,247,INDIRECTLY_位于,indirectly 位于
25,203,INDIRECTLY_位于,indirectly 位于
25,159,INDIRECTLY_位于,indirectly 位于
25,164,INDIRECTLY_位于,indirectly 位于
25,174,INDIRECTLY_位于,indirectly 位于
25,8,位于_VIA_黄海,位于 via 黄海
25,190,INDIRECTLY_位于,indirectly 位于
25,261,INDIRECTLY_位于,indirectly 位于
25,138,INDIRECTLY_位于,indirectly 位于
25,255,INDIRECTLY_位于,indirectly 位于
25,207,INDIRECTLY_位于,indirectly 位于
25,200,INDIRECTLY_位于,indirectly 位于
68,164,位于_VIA_献县至坝台两堤,位于 via 献县至坝台两堤
32,12,位于_VIA_黄海,位于 via 黄海
32,222,INDIRECTLY_位于,indirectly 位于
32,189,INDIRECTLY_位于,indirectly 位于
32,128,INDIRECTLY_位于,indirectly 位于
32,247,INDIRECTLY_位于,indirectly 位于
32,203,INDIRECTLY_位于,indirectly 位于
32,159,INDIRECTLY_位于,indirectly 位于
32,164,INDIRECTLY_位于,indirectly 位于
32,174,INDIRECTLY_位于,indirectly 位于
32,8,位于_VIA_黄海,位于 via 黄海
32,190,INDIRECTLY_位于,indirectly 位于
32,261,INDIRECTLY_位于,indirectly 位于
32,138,INDIRECTLY_位于,indirectly 位于
32,255,INDIRECTLY_位于,indirectly 位于
32,207,INDIRECTLY_位于,indirectly 位于
32,200,INDIRECTLY_位于,indirectly 位于
31,12,位于_VIA_黄海,位于 via 黄海
31,222,INDIRECTLY_位于,indirectly 位于
31,189,INDIRECTLY_位于,indirectly 位于
31,128,INDIRECTLY_位于,indirectly 位于
31,247,INDIRECTLY_位于,indirectly 位于
31,203,INDIRECTLY_位于,indirectly 位于
31,159,INDIRECTLY_位于,indirectly 位于
31,164,INDIRECTLY_位于,indirectly 位于
31,174,INDIRECTLY_位于,indirectly 位于
31,8,位于_VIA_黄海,位于 via 黄海
31,190,INDIRECTLY_位于,indirectly 位于
31,261,INDIRECTLY_位于,indirectly 位于
31,138,INDIRECTLY_位于,indirectly 位于
31,255,INDIRECTLY_位于,indirectly 位于
31,207,INDIRECTLY_位于,indirectly 位于
31,200,INDIRECTLY_位于,indirectly 位于
85,263,INDIRECTLY_位于,indirectly 位于
85,33,位于_VIA_献县枢纽闸上,位于 via 献县枢纽闸上
85,32,INDIRECTLY_位于,indirectly 位于
85,109,位于_VIA_献县枢纽闸上,位于 via 献县枢纽闸上
85,30,INDIRECTLY_位于,indirectly 位于
85,75,位于_VIA_大清河,位于 via 大清河
85,29,位于_VIA_大清河,位于 via 大清河
85,66,位于_VIA_大清河,位于 via 大清河
85,153,位于_VIA_大清河,位于 via 大清河
85,230,位于_VIA_大清河,位于 via 大清河
85,79,位于_VIA_大清河,位于 via 大清河
85,3,位于_VIA_大清河,位于 via 大清河
85,228,位于_VIA_大清河,位于 via 大清河
85,84,位于_VIA_大清河,位于 via 大清河
85,196,位于_VIA_大清河,位于 via 大清河
85,52,位于_VIA_大清河,位于 via 大清河
85,200,位于_VIA_大清河,位于 via 大清河
85,10,INDIRECTLY_位于,indirectly 位于
85,196,位于_VIA_穿运枢纽下游,位于 via 穿运枢纽下游
10,12,位于_VIA_黄海,位于 via 黄海
10,222,INDIRECTLY_位于,indirectly 位于
10,189,INDIRECTLY_位于,indirectly 位于
10,128,INDIRECTLY_位于,indirectly 位于
10,247,INDIRECTLY_位于,indirectly 位于
10,203,INDIRECTLY_位于,indirectly 位于
10,159,INDIRECTLY_位于,indirectly 位于
10,164,INDIRECTLY_位于,indirectly 位于
10,174,INDIRECTLY_位于,indirectly 位于
10,8,位于_VIA_黄海,位于 via 黄海
10,190,INDIRECTLY_位于,indirectly 位于
10,261,INDIRECTLY_位于,indirectly 位于
10,138,INDIRECTLY_位于,indirectly 位于
10,255,INDIRECTLY_位于,indirectly 位于
10,207,INDIRECTLY_位于,indirectly 位于
10,200,INDIRECTLY_位于,indirectly 位于
14,12,位于_VIA_黄海,位于 via 黄海
14,222,INDIRECTLY_位于,indirectly 位于
14,189,INDIRECTLY_位于,indirectly 位于
14,128,INDIRECTLY_位于,indirectly 位于
14,247,INDIRECTLY_位于,indirectly 位于
14,203,INDIRECTLY_位于,indirectly 位于
14,159,INDIRECTLY_位于,indirectly 位于
14,164,INDIRECTLY_位于,indirectly 位于
14,174,INDIRECTLY_位于,indirectly 位于
14,8,位于_VIA_黄海,位于 via 黄海
14,190,INDIRECTLY_位于,indirectly 位于
14,261,INDIRECTLY_位于,indirectly 位于
14,138,INDIRECTLY_位于,indirectly 位于
14,255,INDIRECTLY_位于,indirectly 位于
14,207,INDIRECTLY_位于,indirectly 位于
14,200,INDIRECTLY_位于,indirectly 位于
5,12,位于_VIA_黄海,位于 via 黄海
5,222,INDIRECTLY_位于,indirectly 位于
5,189,INDIRECTLY_位于,indirectly 位于
5,128,INDIRECTLY_位于,indirectly 位于
5,247,INDIRECTLY_位于,indirectly 位于
5,203,INDIRECTLY_位于,indirectly 位于
5,159,INDIRECTLY_位于,indirectly 位于
5,164,INDIRECTLY_位于,indirectly 位于
5,174,INDIRECTLY_位于,indirectly 位于
5,8,位于_VIA_黄海,位于 via 黄海
5,190,INDIRECTLY_位于,indirectly 位于
5,261,INDIRECTLY_位于,indirectly 位于
5,138,INDIRECTLY_位于,indirectly 位于
5,255,INDIRECTLY_位于,indirectly 位于
5,207,INDIRECTLY_位于,indirectly 位于
5,200,INDIRECTLY_位于,indirectly 位于
6,37,位于_VIA_国家防总决定,位于 via 国家防总决定
6,13,位于_VIA_国家防总决定,位于 via 国家防总决定
6,11,位于_VIA_国家防总决定,位于 via 国家防总决定
6,15,位于_VIA_国家防总决定,位于 via 国家防总决定
6,16,位于_VIA_国家防总决定,位于 via 国家防总决定
6,262,位于_VIA_国家防总决定,位于 via 国家防总决定
6,12,位于_VIA_黄海,位于 via 黄海
6,222,INDIRECTLY_位于,indirectly 位于
6,189,INDIRECTLY_位于,indirectly 位于
6,128,INDIRECTLY_位于,indirectly 位于
6,247,INDIRECTLY_位于,indirectly 位于
6,203,INDIRECTLY_位于,indirectly 位于
6,159,INDIRECTLY_位于,indirectly 位于
6,164,INDIRECTLY_位于,indirectly 位于
6,174,INDIRECTLY_位于,indirectly 位于
6,8,位于_VIA_黄海,位于 via 黄海
6,190,INDIRECTLY_位于,indirectly 位于
6,261,INDIRECTLY_位于,indirectly 位于
6,138,INDIRECTLY_位于,indirectly 位于
6,255,INDIRECTLY_位于,indirectly 位于
6,207,INDIRECTLY_位于,indirectly 位于
6,200,INDIRECTLY_位于,indirectly 位于
90,12,位于_VIA_黄海,位于 via 黄海
90,222,INDIRECTLY_位于,indirectly 位于
90,189,INDIRECTLY_位于,indirectly 位于
90,128,INDIRECTLY_位于,indirectly 位于
90,247,INDIRECTLY_位于,indirectly 位于
90,203,INDIRECTLY_位于,indirectly 位于
90,159,INDIRECTLY_位于,indirectly 位于
90,164,INDIRECTLY_位于,indirectly 位于
90,174,INDIRECTLY_位于,indirectly 位于
90,8,位于_VIA_黄海,位于 via 黄海
90,190,INDIRECTLY_位于,indirectly 位于
90,261,INDIRECTLY_位于,indirectly 位于
90,138,INDIRECTLY_位于,indirectly 位于
90,255,INDIRECTLY_位于,indirectly 位于
90,207,INDIRECTLY_位于,indirectly 位于
90,200,INDIRECTLY_位于,indirectly 位于
91,12,位于_VIA_黄海,位于 via 黄海
91,222,INDIRECTLY_位于,indirectly 位于
91,189,INDIRECTLY_位于,indirectly 位于
91,128,INDIRECTLY_位于,indirectly 位于
91,247,INDIRECTLY_位于,indirectly 位于
91,203,INDIRECTLY_位于,indirectly 位于
91,159,INDIRECTLY_位于,indirectly 位于
91,164,INDIRECTLY_位于,indirectly 位于
91,174,INDIRECTLY_位于,indirectly 位于
91,8,位于_VIA_黄海,位于 via 黄海
91,190,INDIRECTLY_位于,indirectly 位于
91,261,INDIRECTLY_位于,indirectly 位于
91,138,INDIRECTLY_位于,indirectly 位于
91,255,INDIRECTLY_位于,indirectly 位于
91,207,INDIRECTLY_位于,indirectly 位于
91,200,INDIRECTLY_位于,indirectly 位于
208,70,流经_VIA_北郭村,流经 via 北郭村
133,153,INDIRECTLY_位于,indirectly 位于
70,37,位于_VIA_国家防总决定,位于 via 国家防总决定
70,13,位于_VIA_国家防总决定,位于 via 国家防总决定
70,11,位于_VIA_国家防总决定,位于 via 国家防总决定
70,15,位于_VIA_国家防总决定,位于 via 国家防总决定
70,16,位于_VIA_国家防总决定,位于 via 国家防总决定
70,262,位于_VIA_国家防总决定,位于 via 国家防总决定
67,37,位于_VIA_国家防总决定,位于 via 国家防总决定
67,13,位于_VIA_国家防总决定,位于 via 国家防总决定
67,11,位于_VIA_国家防总决定,位于 via 国家防总决定
67,15,位于_VIA_国家防总决定,位于 via 国家防总决定
67,16,位于_VIA_国家防总决定,位于 via 国家防总决定
67,262,位于_VIA_国家防总决定,位于 via 国家防总决定
61,37,位于_VIA_国家防总决定,位于 via 国家防总决定
61,13,位于_VIA_国家防总决定,位于 via 国家防总决定
61,11,位于_VIA_国家防总决定,位于 via 国家防总决定
61,15,位于_VIA_国家防总决定,位于 via 国家防总决定
61,16,位于_VIA_国家防总决定,位于 via 国家防总决定
61,262,位于_VIA_国家防总决定,位于 via 国家防总决定
65,37,位于_VIA_国家防总决定,位于 via 国家防总决定
65,13,位于_VIA_国家防总决定,位于 via 国家防总决定
65,11,位于_VIA_国家防总决定,位于 via 国家防总决定
65,15,位于_VIA_国家防总决定,位于 via 国家防总决定
65,16,位于_VIA_国家防总决定,位于 via 国家防总决定
65,262,位于_VIA_国家防总决定,位于 via 国家防总决定
257,153,INDIRECTLY_位于,indirectly 位于
257,158,INDIRECTLY_位于,indirectly 位于
43,37,位于_VIA_国家防总决定,位于 via 国家防总决定
43,13,位于_VIA_国家防总决定,位于 via 国家防总决定
43,11,位于_VIA_国家防总决定,位于 via 国家防总决定
43,15,位于_VIA_国家防总决定,位于 via 国家防总决定
43,16,位于_VIA_国家防总决定,位于 via 国家防总决定
43,262,位于_VIA_国家防总决定,位于 via 国家防总决定
43,202,INDIRECTLY_位于,indirectly 位于
43,253,INDIRECTLY_位于,indirectly 位于
43,220,INDIRECTLY_位于,indirectly 位于
43,69,INDIRECTLY_位于,indirectly 位于
38,37,位于_VIA_国家防总决定,位于 via 国家防总决定
38,13,位于_VIA_国家防总决定,位于 via 国家防总决定
38,11,位于_VIA_国家防总决定,位于 via 国家防总决定
38,15,位于_VIA_国家防总决定,位于 via 国家防总决定
38,16,位于_VIA_国家防总决定,位于 via 国家防总决定
38,262,位于_VIA_国家防总决定,位于 via 国家防总决定
36,37,位于_VIA_国家防总决定,位于 via 国家防总决定
36,13,位于_VIA_国家防总决定,位于 via 国家防总决定
36,11,位于_VIA_国家防总决定,位于 via 国家防总决定
36,15,位于_VIA_国家防总决定,位于 via 国家防总决定
36,16,位于_VIA_国家防总决定,位于 via 国家防总决定
36,262,位于_VIA_国家防总决定,位于 via 国家防总决定
246,222,INDIRECTLY_发生于,indirectly 发生于
246,72,发生于_VIA_分洪,发生于 via 分洪
246,153,发生于_VIA_分洪,发生于 via 分洪
246,78,发生于_VIA_分洪,发生于 via 分洪
246,36,发生于_VIA_分洪,发生于 via 分洪
246,197,发生于_VIA_分洪,发生于 via 分洪
246,103,发生于_VIA_分洪,发生于 via 分洪
17,202,INDIRECTLY_位于,indirectly 位于
17,253,INDIRECTLY_位于,indirectly 位于
17,220,INDIRECTLY_位于,indirectly 位于
17,69,INDIRECTLY_位于,indirectly 位于
104,202,INDIRECTLY_位于,indirectly 位于
104,253,INDIRECTLY_位于,indirectly 位于
104,220,INDIRECTLY_位于,indirectly 位于
104,69,INDIRECTLY_位于,indirectly 位于
4,202,INDIRECTLY_位于,indirectly 位于
4,253,INDIRECTLY_位于,indirectly 位于
4,220,INDIRECTLY_位于,indirectly 位于
4,69,INDIRECTLY_位于,indirectly 位于
136,134,INDIRECTLY_位于,indirectly 位于
136,73,位于_VIA_白洋淀,位于 via 白洋淀
136,26,位于_VIA_白洋淀,位于 via 白洋淀
136,57,位于_VIA_白洋淀,位于 via 白洋淀
136,114,位于_VIA_白洋淀,位于 via 白洋淀
136,235,INDIRECTLY_位于,indirectly 位于
136,172,位于_VIA_白洋淀,位于 via 白洋淀
136,197,位于_VIA_白洋淀,位于 via 白洋淀
136,226,位于_VIA_白洋淀,位于 via 白洋淀
136,135,位于_VIA_白洋淀,位于 via 白洋淀
136,231,位于_VIA_白洋淀,位于 via 白洋淀
136,18,位于_VIA_白洋淀,位于 via 白洋淀
136,28,位于_VIA_白洋淀,位于 via 白洋淀
136,87,位于_VIA_白洋淀,位于 via 白洋淀
136,89,位于_VIA_白洋淀,位于 via 白洋淀
136,227,位于_VIA_白洋淀,位于 via 白洋淀
136,185,位于_VIA_白洋淀,位于 via 白洋淀
136,74,位于_VIA_白洋淀,位于 via 白洋淀
136,153,位于_VIA_白洋淀,位于 via 白洋淀
136,113,位于_VIA_白洋淀,位于 via 白洋淀
136,259,位于_VIA_白洋淀,位于 via 白洋淀
7,37,位于_VIA_国家防总决定,位于 via 国家防总决定
7,13,位于_VIA_国家防总决定,位于 via 国家防总决定
7,11,位于_VIA_国家防总决定,位于 via 国家防总决定
7,15,位于_VIA_国家防总决定,位于 via 国家防总决定
7,16,位于_VIA_国家防总决定,位于 via 国家防总决定
7,262,位于_VIA_国家防总决定,位于 via 国家防总决定
100,37,位于_VIA_国家防总决定,位于 via 国家防总决定
100,13,位于_VIA_国家防总决定,位于 via 国家防总决定
100,11,位于_VIA_国家防总决定,位于 via 国家防总决定
100,15,位于_VIA_国家防总决定,位于 via 国家防总决定
100,16,位于_VIA_国家防总决定,位于 via 国家防总决定
100,262,位于_VIA_国家防总决定,位于 via 国家防总决定
40,75,位于_VIA_大清河,位于 via 大清河
40,29,位于_VIA_大清河,位于 via 大清河
40,66,位于_VIA_大清河,位于 via 大清河
40,153,位于_VIA_大清河,位于 via 大清河
40,230,位于_VIA_大清河,位于 via 大清河
40,79,位于_VIA_大清河,位于 via 大清河
40,3,位于_VIA_大清河,位于 via 大清河
40,228,位于_VIA_大清河,位于 via 大清河
40,84,位于_VIA_大清河,位于 via 大清河
40,196,位于_VIA_大清河,位于 via 大清河
40,52,位于_VIA_大清河,位于 via 大清河
40,200,位于_VIA_大清河,位于 via 大清河
1,37,位于_VIA_国家防总决定,位于 via 国家防总决定
1,13,位于_VIA_国家防总决定,位于 via 国家防总决定
1,11,位于_VIA_国家防总决定,位于 via 国家防总决定
1,15,位于_VIA_国家防总决定,位于 via 国家防总决定
1,16,位于_VIA_国家防总决定,位于 via 国家防总决定
1,262,位于_VIA_国家防总决定,位于 via 国家防总决定
88,202,INDIRECTLY_位于,indirectly 位于
88,253,INDIRECTLY_位于,indirectly 位于
88,220,INDIRECTLY_位于,indirectly 位于
88,69,INDIRECTLY_位于,indirectly 位于
98,202,INDIRECTLY_位于,indirectly 位于
98,253,INDIRECTLY_位于,indirectly 位于
98,220,INDIRECTLY_位于,indirectly 位于
98,69,INDIRECTLY_位于,indirectly 位于
119,134,INDIRECTLY_位于,indirectly 位于
119,73,位于_VIA_白洋淀,位于 via 白洋淀
119,26,位于_VIA_白洋淀,位于 via 白洋淀
119,57,位于_VIA_白洋淀,位于 via 白洋淀
119,114,位于_VIA_白洋淀,位于 via 白洋淀
119,235,INDIRECTLY_位于,indirectly 位于
119,172,位于_VIA_白洋淀,位于 via 白洋淀
119,197,位于_VIA_白洋淀,位于 via 白洋淀
119,226,位于_VIA_白洋淀,位于 via 白洋淀
119,135,位于_VIA_白洋淀,位于 via 白洋淀
119,231,位于_VIA_白洋淀,位于 via 白洋淀
119,18,位于_VIA_白洋淀,位于 via 白洋淀
119,28,位于_VIA_白洋淀,位于 via 白洋淀
119,87,位于_VIA_白洋淀,位于 via 白洋淀
119,89,位于_VIA_白洋淀,位于 via 白洋淀
119,227,位于_VIA_白洋淀,位于 via 白洋淀
119,185,位于_VIA_白洋淀,位于 via 白洋淀
119,74,位于_VIA_白洋淀,位于 via 白洋淀
119,153,位于_VIA_白洋淀,位于 via 白洋淀
119,113,位于_VIA_白洋淀,位于 via 白洋淀
119,259,位于_VIA_白洋淀,位于 via 白洋淀
63,37,位于_VIA_国家防总决定,位于 via 国家防总决定
63,13,位于_VIA_国家防总决定,位于 via 国家防总决定
63,11,位于_VIA_国家防总决定,位于 via 国家防总决定
63,15,位于_VIA_国家防总决定,位于 via 国家防总决定
63,16,位于_VIA_国家防总决定,位于 via 国家防总决定
63,262,位于_VIA_国家防总决定,位于 via 国家防总决定
59,37,位于_VIA_国家防总决定,位于 via 国家防总决定
59,13,位于_VIA_国家防总决定,位于 via 国家防总决定
59,11,位于_VIA_国家防总决定,位于 via 国家防总决定
59,15,位于_VIA_国家防总决定,位于 via 国家防总决定
59,16,位于_VIA_国家防总决定,位于 via 国家防总决定
59,262,位于_VIA_国家防总决定,位于 via 国家防总决定
58,37,位于_VIA_国家防总决定,位于 via 国家防总决定
58,13,位于_VIA_国家防总决定,位于 via 国家防总决定
58,11,位于_VIA_国家防总决定,位于 via 国家防总决定
58,15,位于_VIA_国家防总决定,位于 via 国家防总决定
58,16,位于_VIA_国家防总决定,位于 via 国家防总决定
58,262,位于_VIA_国家防总决定,位于 via 国家防总决定
184,152,确保_VIA_永定河,确保 via 永定河
184,95,确保_VIA_永定河,确保 via 永定河
184,54,确保_VIA_永定河,确保 via 永定河
184,141,确保_VIA_永定河,确保 via 永定河
184,94,确保_VIA_永定河,确保 via 永定河
184,168,确保_VIA_永定河,确保 via 永定河
252,199,IS_TYPE_OF,is type of
160,159,IS_TYPE_OF,is type of
224,159,IS_TYPE_OF,is type of
225,159,IS_TYPE_OF,is type of
236,159,IS_TYPE_OF,is type of
204,139,IS_TYPE_OF,is type of
176,232,IS_TYPE_OF,is type of
99,98,IS_TYPE_OF,is type of
137,135,IS_TYPE_OF,is type of
210,135,IS_TYPE_OF,is type of
136,135,IS_TYPE_OF,is type of
136,180,IS_TYPE_OF,is type of
234,233,IS_TYPE_OF,is type of
243,241,IS_TYPE_OF,is type of
221,220,IS_TYPE_OF,is type of
220,190,IS_TYPE_OF,is type of
89,88,IS_TYPE_OF,is type of
218,217,IS_TYPE_OF,is type of
128,107,IS_TYPE_OF,is type of
242,241,IS_TYPE_OF,is type of
244,241,IS_TYPE_OF,is type of
192,188,IS_TYPE_OF,is type of
210,257,IS_TYPE_OF,is type of
210,208,IS_TYPE_OF,is type of
160,125,IS_TYPE_OF,is type of
72,68,IS_TYPE_OF,is type of
231,230,IS_TYPE_OF,is type of
258,257,IS_TYPE_OF,is type of
136,151,IS_TYPE_OF,is type of
221,190,IS_TYPE_OF,is type of
209,125,IS_TYPE_OF,is type of
209,208,IS_TYPE_OF,is type of
186,185,IS_TYPE_OF,is type of
256,185,IS_TYPE_OF,is type of
86,85,IS_TYPE_OF,is type of
109,106,IS_TYPE_OF,is type of
105,104,IS_TYPE_OF,is type of
8,12,IS_TYPE_OF,is type of
109,108,IS_TYPE_OF,is type of
127,125,IS_TYPE_OF,is type of
156,127,IS_TYPE_OF,is type of
214,127,IS_TYPE_OF,is type of
156,125,IS_TYPE_OF,is type of
126,125,IS_TYPE_OF,is type of
258,125,IS_TYPE_OF,is type of
214,125,IS_TYPE_OF,is type of
218,144,IS_TYPE_OF,is type of
69,68,IS_TYPE_OF,is type of
136,198,IS_TYPE_OF,is type of
103,102,IS_TYPE_OF,is type of
